title,abstract,label
Protection of pulmonary epithelial cells from oxidative stress by hMYH adenine glycosylase,"BACKGROUND: Oxygen toxicity is a major cause of lung injury. The base excision repair pathway is one of the most important cellular protection mechanisms that responds to oxidative DNA damage. Lesion-specific DNA repair enzymes include hOgg1, hMYH, hNTH and hMTH. METHODS: The above lesion-specific DNA repair enzymes were expressed in human alveolar epithelial cells (A549) using the pSF91.1 retroviral vector. Cells were exposed to a 95% oxygen environment, ionizing radiation (IR), or H(2)O(2). Cell growth analysis was performed under non-toxic conditions. Western blot analysis was performed to verify over-expression and assess endogenous expression under toxic and non-toxic conditions. Statistical analysis was performed using the paired Student's t test with significance being accepted for p < 0.05. RESULTS: Cell killing assays demonstrated cells over-expressing hMYH had improved survival to both increased oxygen and IR. Cell growth analysis of A549 cells under non-toxic conditions revealed cells over-expressing hMYH also grow at a slower rate. Western blot analysis demonstrated over-expression of each individual gene and did not result in altered endogenous expression of the others. However, it was observed that O(2 )toxicity did lead to a reduced endogenous expression of hNTH in A549 cells. CONCLUSION: Increased expression of the DNA glycosylase repair enzyme hMYH in A549 cells exposed to O(2 )and IR leads to improvements in cell survival. DNA repair through the base excision repair pathway may provide an alternative way to offset the damaging effects of O(2 )and its metabolites.",0
Establishing a nationwide emergency department-based syndromic surveillance system for better public health responses in Taiwan,"BACKGROUND: With international concern over emerging infectious diseases (EID) and bioterrorist attacks, public health is being required to have early outbreak detection systems. A disease surveillance team was organized to establish a hospital emergency department-based syndromic surveillance system (ED-SSS) capable of automatically transmitting patient data electronically from the hospitals responsible for emergency care throughout the country to the Centers for Disease Control in Taiwan (Taiwan-CDC) starting March, 2004. This report describes the challenges and steps involved in developing ED-SSS and the timely information it provides to improve in public health decision-making. METHODS: Between June 2003 and March 2004, after comparing various surveillance systems used around the world and consulting with ED physicians, pediatricians and internal medicine physicians involved in infectious disease control, the Syndromic Surveillance Research Team in Taiwan worked with the Real-time Outbreak and Disease Surveillance (RODS) Laboratory at the University of Pittsburgh to create Taiwan's ED-SSS. The system was evaluated by analyzing daily electronic ED data received in real-time from the 189 hospitals participating in this system between April 1, 2004 and March 31, 2005. RESULTS: Taiwan's ED-SSS identified winter and summer spikes in two syndrome groups: influenza-like illnesses and respiratory syndrome illnesses, while total numbers of ED visits were significantly higher on weekends, national holidays and the days of Chinese lunar new year than weekdays (p < 0.001). It also identified increases in the upper, lower, and total gastrointestinal (GI) syndrome groups starting in November 2004 and two clear spikes in enterovirus-like infections coinciding with the two school semesters. Using ED-SSS for surveillance of influenza-like illnesses and enteroviruses-related infections has improved Taiwan's pandemic flu preparedness and disease control capabilities. CONCLUSION: Taiwan's ED-SSS represents the first nationwide real-time syndromic surveillance system ever established in Asia. The experiences reported herein can encourage other countries to develop their own surveillance systems. The system can be adapted to other cultural and language environments for better global surveillance of infectious diseases and international collaboration.",0
Mathematical Modeling of the Effectiveness of Facemasks in Reducing the Spread of Novel Influenza A (H1N1),"On June 11, 2009, the World Health Organization declared the outbreak of novel influenza A (H1N1) a pandemic. With limited supplies of antivirals and vaccines, countries and individuals are looking at other ways to reduce the spread of pandemic (H1N1) 2009, particularly options that are cost effective and relatively easy to implement. Recent experiences with the 2003 SARS and 2009 H1N1 epidemics have shown that people are willing to wear facemasks to protect themselves against infection; however, little research has been done to quantify the impact of using facemasks in reducing the spread of disease. We construct and analyze a mathematical model for a population in which some people wear facemasks during the pandemic and quantify impact of these masks on the spread of influenza. To estimate the parameter values used for the effectiveness of facemasks, we used available data from studies on N95 respirators and surgical facemasks. The results show that if N95 respirators are only 20% effective in reducing susceptibility and infectivity, only 10% of the population would have to wear them to reduce the number of influenza A (H1N1) cases by 20%. We can conclude from our model that, if worn properly, facemasks are an effective intervention strategy in reducing the spread of pandemic (H1N1) 2009.",0
Molecular and physiologic basis of quinoline drug resistance in Plasmodium falciparum malaria,"30 years before the discovery of the pfcrt gene, altered cellular drug accumulation in drug-resistant malarial parasites had been well documented. Heme released from catabolized hemoglobin was thought to be a key target for quinoline drugs, and additional modifications to quinoline drug structure in order to improve activity against chloroquine-resistant malaria were performed in a few laboratories. However, parasite cell culture methods were still in their infancy, assays for drug susceptibility were not well standardized, and the power of malarial genetics was decades away. The last 10 years have witnessed explosive progress in elucidation of the biochemistry of chloroquine resistance. This review briefly summarizes that progress, and discusses where additional work is needed.",0
The impact of media coverage on the transmission dynamics of human influenza,"

This paper explores the impact of media coverage on the transmission dynamics of human influenza. Recent studies suggest a link between reported cases and negative headlines in news reports, while other research suggests that warnings issued by health authorities are more effective than reports by local or individual outlets in influencing public behavior and reducing spread. We analyze existing data from a variety of sources to compare their relative efficacy and identify areas for further study. Our findings suggest that certain types of media coverage can have significant effects on infection rates, providing valuable insight into how greater awareness and prevention strategies could reduce the global burden of influenza-related morbidity and mortality.",1
"Vulnerability, diversity and scarcity: on universal rights","

This research paper aims to explore the concept of universal rights, particularly in its application to three key elements: vulnerability, diversity and scarcity. By examining how these topics intersect with access to basic human needs such as food and water, this study seeks to understand how an understanding of universal rights can inform both policy makers and practitioners when responding to various aspects of society today. In doing so, it will attempt to illustrate the importance of protecting human dignity regardless of political dynamics or changing societal structures. Through a combination of qualitative analysis and empirical studies tending toward a common goal, we strive for a comprehensive response on securing protected universal rights across all communities worldwide.",1
Delivery of steric block morpholino oligomers by (R-X-R)(4) peptides: structure–activity studies,"Redirecting the splicing machinery through the hybridization of high affinity, RNase H- incompetent oligonucleotide analogs such as phosphoramidate morpholino oligonucleotides (PMO) might lead to important clinical applications. Chemical conjugation of PMO to arginine-rich cell penetrating peptides (CPP) such as (R-Ahx-R)(4) (with Ahx standing for 6-aminohexanoic acid) leads to sequence-specific splicing correction in the absence of endosomolytic agents in cell culture at variance with most conventional CPPs. Importantly, (R-Ahx-R)(4)–PMO conjugates are effective in mouse models of various viral infections and Duchenne muscular dystrophy. Unfortunately, active doses in some applications might be close to cytotoxic ones thus presenting challenge for systemic administration of the conjugates in those clinical settings. Structure–activity relationship studies have thus been undertaken to unravel CPP structural features important for the efficient nuclear delivery of the conjugated PMO and limiting steps in their internalization pathway. Affinity for heparin (taken as a model heparan sulfate), hydrophobicity, cellular uptake, intracellular distribution and splicing correction have been monitored. Spacing between the charges, hydrophobicity of the linker between the Arg-groups and Arg-stereochemistry influence splicing correction efficiency. A significant correlation between splicing correction efficiency, affinity for heparin and ability to destabilize model synthetic vesicles has been observed but no correlation with cellular uptake has been found. Efforts will have to focus on endosomal escape since it appears to remain the limiting factor for the delivery of these splice-redirecting ON analogs.",0
Nucleolus: the fascinating nuclear body,"Nucleoli are the prominent contrasted structures of the cell nucleus. In the nucleolus, ribosomal RNAs are synthesized, processed and assembled with ribosomal proteins. RNA polymerase I synthesizes the ribosomal RNAs and this activity is cell cycle regulated. The nucleolus reveals the functional organization of the nucleus in which the compartmentation of the different steps of ribosome biogenesis is observed whereas the nucleolar machineries are in permanent exchange with the nucleoplasm and other nuclear bodies. After mitosis, nucleolar assembly is a time and space regulated process controlled by the cell cycle. In addition, by generating a large volume in the nucleus with apparently no RNA polymerase II activity, the nucleolus creates a domain of retention/sequestration of molecules normally active outside the nucleolus. Viruses interact with the nucleolus and recruit nucleolar proteins to facilitate virus replication. The nucleolus is also a sensor of stress due to the redistribution of the ribosomal proteins in the nucleoplasm by nucleolus disruption. The nucleolus plays several crucial functions in the nucleus: in addition to its function as ribosome factory of the cells it is a multifunctional nuclear domain, and nucleolar activity is linked with several pathologies. Perspectives on the evolution of this research area are proposed.",0
A Co-Opted DEAD-Box RNA Helicase Enhances Tombusvirus Plus-Strand Synthesis,"

This paper examines the influence of a recently co-opted DEAD-Box RNA Helicase on Tombusvirus plus-strand synthesis. The discovery and characterization of this protein has enabled researchers to better understand the intricate mechanism by which positive strand Tombusviridae viruses replicate in infected host cells. Using an array of biochemical and molecular approaches, we have examined the ability of this helicase to act as an enhancer for efficient replication initiation - findings suggest it is responsible for preserving stem loop structure within viral RNA templates thereby assisting core replicase machinery recognition sites. Our data also showed that without expression from DEAD Box helicases, suboptimal tombusviral content was observed within even highly expressed positive strands; a trend that can be reversed in the presence of such proteins. These results firstly provide evidence that co-opted DEAD box helicases are functionally significant during virus infections but further signify their role on optimal plus strand accumulation –giving new insights into potential drug targets at early stages of infection.",1
Protective Role of the ACE2/Ang-(1–9) Axis in Cardiovascular Remodeling,"

This study investigates the involvement of angiotensin-converting enzyme 2 (ACE2) and Ang-(1–9) axis in protecting from cardiovascular remodeling during hypertension. In recent years, numerous studies have confirmed the role of these related molecules as key players in maintaining a healthy vascular structure and their potential for modulating physiological processes using small molecule therapeutics. As such, this work looks at the protective capacities of ACE2/Ang-(1–9) axis on changes to cardiac morphology due to hypertension, identifying specifically how they impede on negative changes while preserving necessary structures. Using various forms of quantification alongside a post-mortem analysis mechanism, this paper aims to better our understanding of how treatments targeting this axis can offer promise against conditions caused by powerful pressures placed upon highly intricate organs and systems such as those found within human cardiac tissue.",1
Molecular evidence for the evolution of ichnoviruses from ascoviruses by symbiogenesis,"BACKGROUND: Female endoparasitic ichneumonid wasps inject virus-like particles into their caterpillar hosts to suppress immunity. These particles are classified as ichnovirus virions and resemble ascovirus virions, which are also transmitted by parasitic wasps and attack caterpillars. Ascoviruses replicate DNA and produce virions. Polydnavirus DNA consists of wasp DNA replicated by the wasp from its genome, which also directs particle synthesis. Structural similarities between ascovirus and ichnovirus particles and the biology of their transmission suggest that ichnoviruses evolved from ascoviruses, although molecular evidence for this hypothesis is lacking. RESULTS: Here we show that a family of unique pox-D5 NTPase proteins in the Glypta fumiferanae ichnovirus are related to three Diadromus pulchellus ascovirus proteins encoded by ORFs 90, 91 and 93. A new alignment technique also shows that two proteins from a related ichnovirus are orthologs of other ascovirus virion proteins. CONCLUSION: Our results provide molecular evidence supporting the origin of ichnoviruses from ascoviruses by lateral transfer of ascoviral genes into ichneumonid wasp genomes, perhaps the first example of symbiogenesis between large DNA viruses and eukaryotic organisms. We also discuss the limits of this evidence through complementary studies, which revealed that passive lateral transfer of viral genes among polydnaviral, bacterial, and wasp genomes may have occurred repeatedly through an intimate coupling of both recombination and replication of viral genomes during evolution. The impact of passive lateral transfers on evolutionary relationships between polydnaviruses and viruses with large double-stranded genomes is considered in the context of the theory of symbiogenesis.",0
Expression of the VP2 Protein of Murine Norovirus by a Translation Termination-Reinitiation Strategy,"BACKGROUND: Expression of the minor virion structural protein VP2 of the calicivirus murine norovirus (MNV) is believed to occur by the unusual mechanism of termination codon-dependent reinitiation of translation. In this process, following translation of an upstream open reading frame (ORF) and termination at the stop codon, a proportion of 40S subunits remain associated with the mRNA and reinitiate at the AUG of a downstream ORF, which is typically in close proximity. Consistent with this, the VP2 start codon (AUG) of MNV overlaps the stop codon of the upstream VP1 ORF (UAA) in the pentanucleotide UAA UG. PRINCIPAL FINDINGS: Here, we confirm that MNV VP2 expression is regulated by termination-reinitiation and define the mRNA sequence requirements. Efficient reintiation is dependent upon 43 nt of RNA immediately upstream of the UAA UG site. Chemical and enzymatic probing revealed that the RNA in this region is not highly structured and includes an essential stretch of bases complementary to 18S rRNA helix 26 (Motif 1). The relative position of Motif 1 with respect to the UAA UG site impacts upon the efficiency of the process. Termination-reinitiation in MNV was also found to be relatively insensitive to the initiation inhibitor edeine. CONCLUSIONS: The termination-reinitiation signal of MNV most closely resembles that of influenza BM2. Similar to other viruses that use this strategy, base-pairing between mRNA and rRNA is likely to play a role in tethering the 40S subunit to the mRNA following termination at the VP1 stop codon. Our data also indicate that accurate recognition of the VP2 ORF AUG is not a pre-requisite for efficient reinitiation of translation in this system.",0
TcdC Does Not Significantly Repress Toxin Expression in Clostridium difficile 630ΔErm,"

This paper studies the potential role of tcdC, a repressor of toxin expression in C. difficile, on ΔErm mutant 630 strain. To assess the significance of this regulatory factor on the toxigenicity of C. difficile strains, we compared the toxigenic load profiles from gene expression data between parental and isogenic mutants strains containing wildtype (wt) or deleted (ΔtcdC) alleles at locus encoding for Toxins A/B-regulatory protein (TcpA/B). The results demonstrated that deletion of tcdC did not significantly decrease overall toxin production but marginally decreased essentiality index values associated with low oxacillin concentration treatments whereby transcriptional activation by ToxR was partially blocked by mutation within erm genes. Our results suggest that while tcdC may play a minor regulatory role in some experimental settings, it is unlikely to be involved as an intrinsic regulator in commandeering surface attached toxins produced during normal growth conditions in clinical isolates harbouring functional ermA and ermB genes such as those found in common epidemic clones often observed throughout hospitals worldwide carrying toxic bypassed mechanism(s).",1
Application of Consensus Scoring and Principal Component Analysis for Virtual Screening against β-Secretase (BACE-1),"

This paper presents results from a discovery application of consensus scoring, based on electrostatic potential derived spatial features and principal component analysis as applied to β-secretase (BACE-1) virtual screening. BACE-1 is an attractive drug target for the treatment of Alzheimer’s disease due to its involvement in amyloid-β pathology. Truncation induced by BACE-1 cleavage releases amyloid peptide which aggregates into toxic oligomers leading to synaptic damage. The presented computational search method was designed to identify potent small molecules interacting with BACE-1 active site pockets and possessing inhibitory activity against it. A total of 143 million compounds were virtually screened utilizing two step workflow including an initial improved consensus sorting protocol followed by final PCA discriminative model building and external validation test set evaluation. Our primary findings include higher enrichment scores at 0% false positive rate than those obtained by using traditional single scoring functions stand alone indicating a greater probability of finding novel inhibitors while preserving quality standards in hit selection criteria evaluation.",1
"Differential Seroprevalence of Human Bocavirus Species 1-4 in Beijing, China","

Differential Seroprevalence of Human Bocavirus Species 1-4 in Beijing, China
Human bocaviruses (HBoV) are a small group of paramyxoviruses which typically infect the human respiratory tract and can cause mild to moderate lower respiratory infection. They were first reported in 2005 and since then, more than fifteen HBoVs have been identified worldwide. The seroprevalence of these viruses has not yet been adequately explored among different populations and regions. This study aimed at determining the differential seroprevalence of four major genotypes (species 1-4) that make up the three prevalent species groups globally among children aged 0-15 years living in Beijing, China. Following ELISA testing for IgG antibody levels against various HBoV antigens across 326 children from two districts within the city during 2017–2018 a total 59% seropositivity rate was found; 39%, 11%, 5% and 2% for species 1, 2, 3 and 4 respectively. Overall results showed significantly higher prevalence rates for species 1 as compared to other species groups likely due to aforementioned particularity followed by a pattern gradually decreasing from species 1 towards further downstream minor variants like type 4 although this finding would require further research investigations into larger cohorts with improved interventions specifically designed directed toward vulnerable subgroups at higher risk based on specific genotype predilection profiles so as inform better vaccine implementation strategies in improve public healthcare delivery protocols overall  amongst those communities where incidental outbreaks may be recurrently seen throughout time course.[237 words]",1
Severe imported malaria in an intensive care unit: a review of 59 cases,"

Severe imported malaria is a major cause of morbidity and mortality in non-endemic regions. This paper provides a comprehensive review of 59 cases of severe imported malaria among patients admitted to the intensive care unit (ICU) between January 2006 and April 2019. All the patients had traveled to their country or region which was endemic for Plasmodium falciparum, which is usually the species associated with severe clinical manifestations. The results showed that all deaths occurred in individuals with high parasitaemia, more than 10% haematocrit reduction, advanced age and central nervous system involvement. Although prompt diagnosis and appropriate treatment are always recommended after travel outside usual residence areas, this study findings suggest ICU admission should be considered when unexpected symptoms have been noticed even in minor travelers who present low/negative parasitaemia but compatible clinical picture as well as specific laboratory features such as erythrocyte sedimentation rate (ESR). Thus an early recognition by clinicians on any patient suffering from fever following trips abroad in endemic countries can not only improve prognosis but also initiate prompt diagnostic procedures towards successful management leading to reduced mortality from Severe Imported Malaria.",1
"Criminalizing Health-Related Behaviors Dangerous to Others? Disease Transmission, Transmission-Facilitation, and the Importance of Trust","

The advancement of public health is constantly at the forefront of legislative goals and societal debates due to its highly visible impact. While criminalizing behavior that is dangerous to physical health has become a focus worldwide, this paper will examine the complex relationship between actions aimed at halting disease transmission, their ability to actually facilitate transmission, and how trust can be detrimentally impacted in such a situation. Through examining existing case studies involving HIV/AIDS criminalization laws in countries around the world, implications on other crimes centered around public health behaviors could become more apparent as legislation evolves over time. This exploration into catastrophic outcomes potentially associated with attempting to contain public health issues using legal means should bring greater awareness on the importance placed upon trust building initiatives between those enacting immediate change measures and affected populations who must bear any consequences from them.",1
Case-based reported mortality associated with laboratory-confirmed influenza A(H1N1) 2009 virus infection in the Netherlands: the 2009-2010 pandemic season versus the 2010-2011 influenza season,"

This study presents a systematic analysis of case-based reported mortality associated with laboratory-confirmed influenza A(H1N1) 2009 virus infection in the Netherlands during the pandemic season of 2009–2010 and the influenza season of 2010–2011. Using routinely collected surveillance data, we investigated national patterns and trends as well as characteristics associated with reported deaths. Our results showed considerable differences between both seasons with respect to mortality risk factors, disease severity and overall impact on public health. During the pandemic of 2009-2010 more deaths were observed in women compared to men (RR: 1.31; 95%CI: 1.03~1.66), while during the 2010/2011 season a reverse pattern was found (RR: 0.80; 95%CI: 0.64-0·98). Additionally, multiple comorbidities were significantly more often present among individuals who succumbed from an H1N1 infection in both seasons (p<0·001), whereas immune status differed only slightly between both cohorts [OR = 0·785, CI = (95%: 0·638 – -0·970)]. Our findings suggest that clear preventive strategies should be applied for vulnerable populations such as elderly people, pregnant women and those suffering from certain medical conditions during future influenza outbreaks or epidemics on a national level throughout Europe",1
First report of molecular identification of Cystoisospora suis in piglets with lethal diarrhea in Japan,"

This article presents the first evidence of molecular identification of Cystoisospora suis in piglets with lethal diarrhea in Japan. The research investigated a sample of veterinarians and their reported cases across 5 regions, and revealed that C. suis had been predominately causing a major outbreak among piglets associated with high mortality rates. Data from autopsy results confirmed that samples contained the species, as well as microbiological testings from tissue sampling which also showed 100% infection rate amongst the same group. By comprehensively examining both pathological findings, this report is able to provide further insight into the epidemiology of C. suis-associated diarrheal illness among piglets in the said country and can be used for more effective diagnosis, early detection and better management strategies for these types of diseases moving forward.",1
Development of a humanized monoclonal antibody with therapeutic potential against West Nile virus,"Neutralization of West Nile virus (WNV) in vivo correlates with the development of an antibody response against the viral envelope (E) protein. Using random mutagenesis and yeast surface display, we defined individual contact residues of 14 newly generated monoclonal antibodies against domain III of the WNV E protein. Monoclonal antibodies that strongly neutralized WNV localized to a surface patch on the lateral face of domain III. Convalescent antibodies from individuals who had recovered from WNV infection also detected this epitope. One monoclonal antibody, E16, neutralized 10 different strains in vitro, and showed therapeutic efficacy in mice, even when administered as a single dose 5 d after infection. A humanized version of E16 was generated that retained antigen specificity, avidity and neutralizing activity. In postexposure therapeutic trials in mice, a single dose of humanized E16 protected mice against WNV-induced mortality, and may therefore be a viable treatment option against WNV infection in humans. SUPPLEMENTARY INFORMATION: The online version of this article (doi:10.1038/nm1240) contains supplementary material, which is available to authorized users.",0
Modeling the Economic Impact of Pandemic Influenza: A Case Study in Turkey,"

This study examined the economic impact of pandemic influenza on Turkey, with a particular focus on how various public health strategies influence its spread. Using a computed general equilibrium (CGE) model, estimates of changes to gross domestic product (GDP), human capital stock and labor supply were made in response to varying levels of disease containment. The results suggest that additional investment into containment strategies could reduce mortality risk along with the long-term financial losses associated with it; bolstering healthcare resources such as testing capabilities and protective medical equipment may prove especially beneficial. This research demonstrates the utility of CGE modeling technique for understanding costs & benefits when faced with an unpredictable global phenomenon like a pandemic influenza outbreak.",1
Dating the time of viral subtype divergence,"Precise dating of viral subtype divergence enables researchers to correlate divergence with geographic and demographic occurrences. When historical data are absent (that is, the overwhelming majority), viral sequence sampling on a time scale commensurate with the rate of substitution permits the inference of the times of subtype divergence. Currently, researchers use two strategies to approach this task, both requiring strong conditions on the molecular clock assumption of substitution rate. As the underlying structure of the substitution rate process at the time of subtype divergence is not understood and likely highly variable, we present a simple method that estimates rates of substitution, and from there, times of divergence, without use of an assumed molecular clock. We accomplish this by blending estimates of the substitution rate for triplets of dated sequences where each sequence draws from a distinct viral subtype, providing a zeroth-order approximation for the rate between subtypes. As an example, we calculate the time of divergence for three genes among influenza subtypes A-H3N2 and B using subtype C as an outgroup. We show a time of divergence approximately 100 years ago, substantially more recent than previous estimates which range from 250 to 3800 years ago.",0
Application of Molecular Diagnostic Techniques for Viral Testing,"

This study focuses on the application of molecular diagnostic techniques for accurate and timely viral testing. Viral infections have become a major burden to public health worldwide, costing billions of dollars each year. As such, it is paramount that point-of-care solutions be employed in order to identify and diagnose viral activity early on. The utilization of next generation sequencing (NGS) coupled with gene expression profiling has revolutionized diagnostic procedures in recent years, enabling speedy detection at reduced costs compared with traditional methods. This paper explores the advantages offered by NGS technology as well as its implications for patient care management through a systematic review of various relevant studies presented since 2013. Moreover, this research will propose alternative approaches for effective medical response programs in clinical settings where diagnostics are not immediately available or accessible due to financial restrictions or other pertinent factors influencing global health considerations.",1
Animal models of acute lung injury,"Acute lung injury in humans is characterized histopathologically by neutrophilic alveolitis, injury of the alveolar epithelium and endothelium, hyaline membrane formation, and microvascular thrombi. Different animal models of experimental lung injury have been used to investigate mechanisms of lung injury. Most are based on reproducing in animals known risk factors for ARDS, such as sepsis, lipid embolism secondary to bone fracture, acid aspiration, ischemia-reperfusion of pulmonary or distal vascular beds, and other clinical risks. However, none of these models fully reproduces the features of human lung injury. The goal of this review is to summarize the strengths and weaknesses of existing models of lung injury. We review the specific features of human ARDS that should be modeled in experimental lung injury and then discuss specific characteristics of animal species that may affect the pulmonary host response to noxious stimuli. We emphasize those models of lung injury that are based on reproducing risk factors for human ARDS in animals and discuss the advantages and disadvantages of each model and the extent to which each model reproduces human ARDS. The present review will help guide investigators in the design and interpretation of animal studies of acute lung injury.",0
Logistics of community smallpox control through contact tracing and ring vaccination: a stochastic network model,"BACKGROUND: Previous smallpox ring vaccination models based on contact tracing over a network suggest that ring vaccination would be effective, but have not explicitly included response logistics and limited numbers of vaccinators. METHODS: We developed a continuous-time stochastic simulation of smallpox transmission, including network structure, post-exposure vaccination, vaccination of contacts of contacts, limited response capacity, heterogeneity in symptoms and infectiousness, vaccination prior to the discontinuation of routine vaccination, more rapid diagnosis due to public awareness, surveillance of asymptomatic contacts, and isolation of cases. RESULTS: We found that even in cases of very rapidly spreading smallpox, ring vaccination (when coupled with surveillance) is sufficient in most cases to eliminate smallpox quickly, assuming that 95% of household contacts are traced, 80% of workplace or social contacts are traced, and no casual contacts are traced, and that in most cases the ability to trace 1–5 individuals per day per index case is sufficient. If smallpox is assumed to be transmitted very quickly to contacts, it may at times escape containment by ring vaccination, but could be controlled in these circumstances by mass vaccination. CONCLUSIONS: Small introductions of smallpox are likely to be easily contained by ring vaccination, provided contact tracing is feasible. Uncertainties in the nature of bioterrorist smallpox (infectiousness, vaccine efficacy) support continued planning for ring vaccination as well as mass vaccination. If initiated, ring vaccination should be conducted without delays in vaccination, should include contacts of contacts (whenever there is sufficient capacity) and should be accompanied by increased public awareness and surveillance.",0
"Characterization of Neutralizing Profiles in HIV-1 Infected Patients from whom the HJ16, HGN194 and HK20 mAbs were Obtained","

This article introduces the characterization of neutralizing profiles in HIV-1 infected patients from whom monoclonal antibodies such as HJ16, HGN194 and HK20 have been obtained. The purpose of this study is to explore the therapeutic activities of these mAbs against Immunodeficiency Virus (HIV). Analyses performed on serum samples collected from three individuals included tests for sensitivity to agonists and antagonists, testing for epitope binding motifs using CD4+, CCR5+ receptor binding analysis. Through a combination of techniques including quantitative viruses production assays, antigenic cross reactivity measurements, correlation studies between ligand-receptor target sites and virus vulnerability profiles were established for all three types of mAbs. Results indicated that each antibody had different mechanisms for blocking HIV infection as well as varying levels of viral intracellular penetration capabilities. Furthermore, an in vitro model system combining yeast immunosequencing technology with bioluminescence signal transduction was used to directly observe real time changes in the strength and magnitude ratio between replication inhibition among various antigens after exposure to specific concentrations conditions allowing us to further establish individualized therapeutic strategies based on patient's serology characteristics by linking immune responses associated with susceptible or resistant cellular strain phenotypes across multiple cells lines within a single experiment format. Overall our findings suggest that host genetics may be playing an important role influencing efficacy rates observed when used in vivo treatments settings indicating caution towards potential off target effects when selecting treatment regimens personalized according population variability concerns which must be addressed through sustainable supportive monitoring post clinical interventions procedure setting systems.. 

Title: Characterization of Neutralizing Profiles In HIV-1 Infected Patients From Whom The HJ16, HGN194 And HK20 MAbs Were Obtained",1
Epicatechins Purified from Green Tea (Camellia sinensis) Differentially Suppress Growth of Gender-Dependent Human Cancer Cell Lines,"The anticancer potential of catechins derived from green tea is not well understood, in part because catechin-related growth suppression and/or apoptosis appears to vary with the type and stage of malignancy as well as with the type of catechin. This in vitro study examined the biological effects of epicatechin (EC), epigallocatechin (EGC), EC 3-gallate (ECG) and EGC 3-gallate (EGCG) in cell lines from human gender-specific cancers. Cell lines developed from organ-confined (HH870) and metastatic (DU145) prostate cancer, and from moderately (HH450) and poorly differentiated (HH639) epithelial ovarian cancer were grown with or without EC, EGC, ECG or EGCG. When untreated cells reached confluency, viability and doubling time were measured for treated and untreated cells. Whereas EC treatment reduced proliferation of HH639 cells by 50%, EGCG suppressed proliferation of all cell lines by 50%. ECG was even more potent: it inhibited DU145, HH870, HH450 and HH639 cells at concentrations of 24, 27, 29 and 30 µM, whereas EGCG inhibited DU145, HH870, HH450 and HH639 cells at concentrations 89, 45, 62 and 42 µM. When compared with EGCG, ECG more effectively suppresses the growth of prostate cancer and epithelial ovarian cancer cell lines derived from tumors of patients with different stages of disease.",0
Ebola Virus in West Africa: Waiting for the Owl of Minerva,"

The Ebola virus in West Africa has been a major concern for public health since its outbreak in 2014. This paper outlines the steps taken by the World Health Organization, government aid programs and local initiatives to contain and treat this deadly disease. The study also discusses how cultural beliefs, political instability and inadequate resources add complexity to controlling the situation. Through an analysis of both quantitative data, such as treatment numbers, mortality rates and quarantine results, as well as qualitative data focussed on understanding how individuals perceive their circumstances related to Ebola prevention efforts, we aim to provide a comprehensive overview of the current status of this crisis. We conclude that while some progress has been made so far, only time will tell if these measures prove effective or whether we must look within ourselves for our salvation through careful consideration of social dynamics - waiting for the Owl of Minerva.",1
Treatment of acute bronchitis in adults without underlying lung disease,"

This article presents an innovative study on the treatment of acute bronchitis in adults without underlying lung disease. Acute bronchitis is a commonlower respiratory infection with mortality rates as high as 12%. Despite extensive research, treatments are inadequate and adverse effects remain concerning. The aim of this study was to evaluate a novel therapeutic regimen for treating adult patients with acute bronchitis, examining parameters such as symptom duration, degree of pneumonic infiltration, presenting sputum scores and general health-related quality of life measures. A total of 80 participants were recruited from 3 different clinical facilities and assigned either to the control or the experimental group; outcomes were analyzed through descriptive statistics. Results indicate that after 13 days from diagnosing acute bronchitis, no significant differences emerged in terms of pneumonic infiltrate assessment among groups, although shorter mean time for symptom resolution (4 vs 7 days) with medium effect size was identified in the experimental group compared to controls. Moreover, promising data concerning improvement in overall health related quality of life ratings observed only amongst treatment subjects hints at potential effectiveness for novel interventions . The implications generated by these results set grounds for further consolidation regarding efficacious outcomes associated with recommended management strategies for patients affected by this condition.",1
Geographic Distribution and Risk Factors of the Initial Adult Hospitalized Cases of 2009 Pandemic Influenza A (H1N1) Virus Infection in Mainland China,"

Despite the emergence of the 2009 pandemic influenza A (H1N1) virus in Mainland China and its subsequent rapid geographic spread, there has been limited research into the distribution pattern of this newly emerged infection, as well as risk factors influencing adult hospitalized cases at an initial stage. In order to investigate these issues, a cross-sectional descriptive study was conducted focusing on mainland China between May 1st and October 31st, 2009. A total sample size of 1202 guests were recruited from 20 provinces across the country. Data on their demographics characteristics, health status prior to influenza acquisition ,and economic development level were collected and analyzed statistically by Chi Square test. The results revealed that adult hospitalization rate significantly varied according to geographical location with highest rate occurring in Northeast China followed by North and then central regions respectively. Gender disproportionality (male:female=2:1) was found among all age groups except for elderly people (>60 years). People lower socio-economic backgrounds increased their susceptibility 5 folds while people who lived in rural area had higher acute hospitalization than those from urban areas with OR 3.03(95% CI 2.40–3.85). These findings provide valuable insights when designing specific national interventions for managing H1N1 infection dynamically throughout mainland China during outbreak seasons or similar sudden public influenza health challenges elsewhere in future .",1
